Transaction_ID,Student_ID,Student_Name,Book_ID,Book_Title,Issue_Date,Due_Date,Return_Date,Fine_Amount,Status
LIB1216,STU1587,Dalbir Sandhu,BK079,Probability & Statistics Concepts,2026-04-12,2026-04-26,2026-05-24,280,Returned
LIB1217,STU1587,Dalbir Sandhu,BK062,Introduction to Software Engineering,2026-05-29,2026-06-12,2026-06-30,180,Returned
LIB1218,STU1589,Udarsh Chowdhury,BK152,Marketing Management Essentials,2026-06-11,2026-06-25,2026-07-05,100,Returned
LIB1219,STU1589,Udarsh Chowdhury,BK097,Advanced Cyber Security,2026-05-09,2026-05-23,2026-07-18,500,Returned
LIB1220,STU1592,Rajata Hora,BK016,Fundamentals of Basic Electrical Engineering,2026-02-28,2026-03-14,2026-06-25,500,Returned
LIB1221,STU1592,Rajata Hora,BK066,Design & Analysis of Algorithms Essentials,2026-05-01,2026-05-15,,500,Overdue
LIB1222,STU1592,Rajata Hora,BK191,Advanced Consumer Behaviour,2026-06-16,2026-06-30,2026-06-19,0,Returned
LIB1223,STU1595,Dalbir Dutta,BK009,Programming for Problem Solving Essentials,2026-02-13,2026-02-27,,500,Overdue
LIB1224,STU1595,Dalbir Dutta,BK052,Introduction to Computer Networks,2026-04-02,2026-04-16,2026-07-09,500,Returned
LIB1225,STU1596,Ekansh Luthra,BK198,Business Ethics Concepts,2026-04-24,2026-05-08,2026-04-25,0,Returned
LIB1226,STU1598,Udyati Bhardwaj,BK159,Business Law Essentials,2026-05-12,2026-05-26,2026-07-06,410,Returned
LIB1227,STU1598,Udyati Bhardwaj,BK134,Fundamentals of Financial Accounting,2026-03-05,2026-03-19,,500,Overdue
LIB1228,STU1598,Udyati Bhardwaj,BK027,Data Structures Essentials,2026-05-11,2026-05-25,2026-07-03,390,Returned
LIB1229,STU1600,Raagini Sachar,BK202,E-Commerce Essentials,2026-05-01,2026-05-15,2026-06-26,420,Returned
LIB1230,STU1600,Raagini Sachar,BK226,Fundamentals of Accounting for Managers,2026-06-29,2026-07-13,2026-07-15,20,Returned
LIB1231,STU1600,Raagini Sachar,BK113,Fundamentals of IoT,2026-05-24,2026-06-07,2026-06-04,0,Returned
LIB1232,STU1602,Shivani Mammen,BK210,Introduction to Supply Chain Management,2026-05-06,2026-05-20,2026-06-11,220,Returned
LIB1233,STU1602,Shivani Mammen,BK159,Business Law Essentials,2026-05-09,2026-05-23,2026-05-09,0,Returned
LIB1234,STU1605,Girindra Gour,BK212,Supply Chain Management Essentials,2026-04-11,2026-04-25,2026-07-11,500,Returned
LIB1235,STU1605,Girindra Gour,BK081,Introduction to Machine Learning,2026-01-26,2026-02-09,2026-03-22,410,Returned
LIB1236,STU1605,Girindra Gour,BK068,Design & Analysis of Algorithms,2026-03-23,2026-04-06,2026-04-11,50,Returned
LIB1237,STU1606,Fiyaz Krishna,BK015,Introduction to Basic Electrical Engineering,2026-05-23,2026-06-06,2026-07-14,380,Returned
LIB1238,STU1606,Fiyaz Krishna,BK169,Human Resource Management,2026-01-30,2026-02-13,2026-05-05,500,Returned
LIB1239,STU1609,Tamanna Kohli,BK109,Mobile Computing Essentials,2026-03-30,2026-04-13,2026-05-13,300,Returned
LIB1240,STU1609,Tamanna Kohli,BK148,Advanced Computer Fundamentals,2026-03-05,2026-03-19,2026-04-19,310,Returned
LIB1241,STU1617,Sai Rastogi,BK228,Introduction to Accounting for Managers,2026-02-24,2026-03-10,2026-04-05,260,Returned
LIB1242,STU1620,Azad Chawla,BK099,Cyber Security Essentials,2026-03-14,2026-03-28,,500,Overdue
LIB1243,STU1625,Unni Tak,BK112,Introduction to Mobile Computing,2026-06-24,2026-07-08,2026-06-25,0,Returned
LIB1244,STU1627,Lipika Narasimhan,BK045,Operating Systems Concepts,2026-04-25,2026-05-09,,500,Overdue
LIB1245,STU1627,Lipika Narasimhan,BK088,Compiler Design,2026-04-11,2026-04-25,2026-06-07,430,Returned
LIB1246,STU1628,Vyanjana Shenoy,BK168,Fundamentals of Environmental Studies,2026-03-27,2026-04-10,2026-06-22,500,Returned
LIB1247,STU1630,Xiti Bumb,BK154,Organizational Behaviour Concepts,2026-04-15,2026-04-29,2026-07-06,500,Returned
LIB1248,STU1636,Rachita Kapadia,BK125,Fundamentals of DevOps,2026-04-18,2026-05-02,2026-06-22,500,Returned
LIB1249,STU1636,Rachita Kapadia,BK266,International Business,2026-02-27,2026-03-13,2026-04-20,380,Returned
LIB1250,STU1637,Jeremiah Dhaliwal,BK026,Data Structures,2026-03-05,2026-03-19,2026-07-18,500,Returned
LIB1251,STU1637,Jeremiah Dhaliwal,BK161,Business Statistics Essentials,2026-02-17,2026-03-03,2026-03-25,220,Returned
LIB1252,STU1637,Jeremiah Dhaliwal,BK211,Supply Chain Management Concepts,2026-03-12,2026-03-26,2026-04-02,70,Returned
LIB1253,STU1638,Xiti Sheth,BK103,Artificial Intelligence Essentials,2026-03-08,2026-03-22,2026-04-16,250,Returned
LIB1254,STU1638,Xiti Sheth,BK224,Managerial Economics,2026-06-17,2026-07-01,2026-07-03,20,Returned
LIB1255,STU1640,Aarnav Bajwa,BK099,Cyber Security Essentials,2026-06-07,2026-06-21,2026-06-20,0,Returned
LIB1256,STU1640,Aarnav Bajwa,BK022,Mathematics-II,2026-04-06,2026-04-20,,500,Overdue
LIB1257,STU1640,Aarnav Bajwa,BK214,Business Analytics,2026-04-22,2026-05-06,2026-05-08,20,Returned
LIB1258,STU1641,Zayan Sem,BK051,Fundamentals of Computer Networks,2026-06-03,2026-06-17,2026-06-18,10,Returned
LIB1259,STU1641,Zayan Sem,BK212,Supply Chain Management Essentials,2026-05-17,2026-05-31,2026-06-29,290,Returned
LIB1260,STU1641,Zayan Sem,BK064,Software Engineering Concepts,2026-03-25,2026-04-08,2026-03-29,0,Returned
LIB1261,STU1642,Maanav Narain,BK267,International Business Essentials,2026-05-27,2026-06-10,2026-07-10,300,Returned
LIB1262,STU1646,Adweta Sama,BK099,Cyber Security Essentials,2026-02-21,2026-03-07,2026-06-13,500,Returned
LIB1263,STU1646,Adweta Sama,BK159,Business Law Essentials,2026-03-30,2026-04-13,,500,Overdue
LIB1264,STU1646,Adweta Sama,BK185,Advanced Research Methodology,2026-06-06,2026-06-20,2026-07-18,280,Returned
LIB1265,STU1648,Vaishnavi Srivastava,BK107,Advanced Big Data Analytics,2026-03-25,2026-04-08,2026-06-13,500,Returned
LIB1266,STU1654,Kalpit Bajaj,BK247,Fundamentals of Operations Management,2026-06-21,2026-07-05,2026-06-28,0,Returned
LIB1267,STU1654,Kalpit Bajaj,BK218,Project Management Concepts,2026-02-03,2026-02-17,2026-02-04,0,Returned
LIB1268,STU1654,Kalpit Bajaj,BK052,Introduction to Computer Networks,2026-05-21,2026-06-04,2026-07-16,420,Returned
LIB1269,STU1655,Oscar Nigam,BK024,Mathematics-II Essentials,2026-02-05,2026-02-19,2026-06-01,500,Returned
LIB1270,STU1657,Yashawini Dixit,BK015,Introduction to Basic Electrical Engineering,2026-05-28,2026-06-11,,420,Overdue
LIB1271,STU1657,Yashawini Dixit,BK151,Introduction to Marketing Management,2026-03-31,2026-04-14,,500,Overdue
LIB1272,STU1660,Balhaar Sahni,BK088,Compiler Design,2026-03-01,2026-03-15,2026-03-19,40,Returned
LIB1273,STU1661,Faris Balakrishnan,BK087,Advanced Compiler Design,2026-05-29,2026-06-12,,410,Overdue
LIB1274,STU1664,Chasmum Mani,BK122,Blockchain Concepts,2026-03-14,2026-03-28,,500,Overdue
LIB1275,STU1668,Wriddhish Sundaram,BK079,Probability & Statistics Concepts,2026-01-29,2026-02-12,2026-05-26,500,Returned
LIB1276,STU1668,Wriddhish Sundaram,BK259,Advanced Business Communication,2026-03-02,2026-03-16,2026-03-30,140,Returned
LIB1277,STU1669,Jackson Hari,BK164,Advanced Business Statistics,2026-02-21,2026-03-07,2026-03-06,0,Returned
LIB1278,STU1671,Yashawini Rajagopal,BK083,Machine Learning Essentials,2026-03-11,2026-03-25,2026-03-12,0,Returned
LIB1279,STU1671,Yashawini Rajagopal,BK264,Advanced Strategic Management,2026-03-21,2026-04-04,,500,Overdue
LIB1280,STU1673,Lopa Raj,BK153,Advanced Organizational Behaviour,2026-06-18,2026-07-02,2026-07-02,0,Returned
LIB1281,STU1673,Lopa Raj,BK176,Financial Management,2026-06-16,2026-06-30,2026-06-23,0,Returned
LIB1282,STU1673,Lopa Raj,BK248,Introduction to Operations Management,2026-04-19,2026-05-03,2026-07-19,500,Returned
LIB1283,STU1682,Umang Sundaram,BK086,Introduction to Compiler Design,2026-04-14,2026-04-28,2026-05-25,270,Returned
LIB1284,STU1687,Ojasvi Kashyap,BK056,Discrete Mathematics Essentials,2026-05-31,2026-06-14,,390,Overdue
LIB1285,STU1687,Ojasvi Kashyap,BK037,Introduction to Python Programming,2026-06-18,2026-07-02,2026-06-29,0,Returned
LIB1286,STU1688,Yashica Dewan,BK203,Introduction to E-Commerce,2026-06-16,2026-06-30,2026-07-11,110,Returned
LIB1287,STU1688,Yashica Dewan,BK002,Advanced Mathematics-I,2026-06-21,2026-07-05,2026-07-16,110,Returned
LIB1288,STU1688,Yashica Dewan,BK024,Mathematics-II Essentials,2026-06-04,2026-06-18,2026-07-21,330,Returned
LIB1289,STU1694,Naksh Wadhwa,BK046,Advanced Operating Systems,2026-06-11,2026-06-25,2026-07-18,230,Returned
LIB1290,STU1701,Bhavika Kashyap,BK233,Advanced Marketing Management,2026-02-09,2026-02-23,2026-02-23,0,Returned
LIB1291,STU1701,Bhavika Kashyap,BK155,Organizational Behaviour Essentials,2026-06-02,2026-06-16,,370,Overdue
LIB1292,STU1701,Bhavika Kashyap,BK232,Organizational Behaviour,2026-06-25,2026-07-09,,140,Overdue
LIB1293,STU1703,Jeevika Sarkar,BK146,Fundamentals of Computer Fundamentals,2026-05-04,2026-05-18,,500,Overdue
LIB1294,STU1703,Jeevika Sarkar,BK102,Artificial Intelligence Concepts,2026-04-15,2026-04-29,,500,Overdue
LIB1295,STU1706,Unni Dugar,BK175,Introduction to Financial Management,2026-04-23,2026-05-07,2026-07-04,500,Returned
LIB1296,STU1706,Unni Dugar,BK129,Fundamentals of Business Communication,2026-05-09,2026-05-23,2026-05-09,0,Returned
LIB1297,STU1709,Tanay Sundaram,BK153,Advanced Organizational Behaviour,2026-03-15,2026-03-29,2026-04-16,180,Returned
LIB1298,STU1712,Chandran Mammen,BK259,Advanced Business Communication,2026-05-10,2026-05-24,,500,Overdue
LIB1299,STU1712,Chandran Mammen,BK088,Compiler Design,2026-02-14,2026-02-28,2026-02-17,0,Returned
LIB1300,STU1713,Vasudha Nayak,BK033,Advanced Environmental Studies,2026-03-22,2026-04-05,2026-05-08,330,Returned
LIB1301,STU1716,Anvi Narang,BK098,Introduction to Cyber Security,2026-03-23,2026-04-06,2026-05-19,430,Returned
LIB1302,STU1716,Anvi Narang,BK117,Advanced Deep Learning,2026-05-08,2026-05-22,2026-05-15,0,Returned
LIB1303,STU1716,Anvi Narang,BK212,Supply Chain Management Essentials,2026-06-06,2026-06-20,,330,Overdue
LIB1304,STU1718,Simon Warrior,BK225,Accounting for Managers Essentials,2026-02-02,2026-02-16,,500,Overdue
LIB1305,STU1719,Samar Mallick,BK256,Business Analytics,2026-05-15,2026-05-29,2026-07-13,450,Returned
LIB1306,STU1719,Samar Mallick,BK087,Advanced Compiler Design,2026-02-05,2026-02-19,2026-05-01,500,Returned
LIB1307,STU1719,Samar Mallick,BK146,Fundamentals of Computer Fundamentals,2026-01-28,2026-02-11,2026-03-02,190,Returned
LIB1308,STU1720,Frado Taneja,BK100,Cyber Security Concepts,2026-04-12,2026-04-26,2026-05-29,330,Returned
LIB1309,STU1720,Frado Taneja,BK110,Advanced Mobile Computing,2026-06-16,2026-06-30,2026-06-24,0,Returned
LIB1310,STU1722,Mahika Venkatesh,BK205,Strategic Management Essentials,2026-05-08,2026-05-22,,500,Overdue
LIB1311,STU1722,Mahika Venkatesh,BK262,Introduction to Strategic Management,2026-03-19,2026-04-02,,500,Overdue
LIB1312,STU1722,Mahika Venkatesh,BK233,Advanced Marketing Management,2026-06-28,2026-07-12,2026-07-12,0,Returned
LIB1313,STU1723,Yoshita Panchal,BK254,Business Analytics Essentials,2026-06-21,2026-07-05,,180,Overdue
LIB1314,STU1723,Yoshita Panchal,BK066,Design & Analysis of Algorithms Essentials,2026-05-27,2026-06-10,2026-06-19,90,Returned
LIB1315,STU1731,Darpan Seshadri,BK016,Fundamentals of Basic Electrical Engineering,2026-06-06,2026-06-20,2026-07-07,170,Returned
LIB1316,STU1732,Aradhana Brar,BK059,Java Programming Concepts,2026-02-11,2026-02-25,2026-06-02,500,Returned
LIB1317,STU1732,Aradhana Brar,BK167,Environmental Studies Concepts,2026-05-05,2026-05-19,2026-05-11,0,Returned
LIB1318,STU1732,Aradhana Brar,BK015,Introduction to Basic Electrical Engineering,2026-03-30,2026-04-13,2026-07-05,500,Returned
LIB1319,STU1733,Darpan Amble,BK146,Fundamentals of Computer Fundamentals,2026-05-17,2026-05-31,2026-05-17,0,Returned
LIB1320,STU1733,Darpan Amble,BK079,Probability & Statistics Concepts,2026-03-14,2026-03-28,2026-05-14,470,Returned
LIB1321,STU1735,Isha Shere,BK061,Advanced Software Engineering,2026-02-18,2026-03-04,2026-05-15,500,Returned
LIB1322,STU1735,Isha Shere,BK167,Environmental Studies Concepts,2026-02-18,2026-03-04,2026-07-22,500,Returned
LIB1323,STU1736,Oviya Tiwari,BK033,Advanced Environmental Studies,2026-03-30,2026-04-13,2026-04-14,10,Returned
LIB1324,STU1741,Wriddhish Rao,BK005,Physics Concepts,2026-02-25,2026-03-11,2026-06-17,500,Returned
LIB1325,STU1741,Wriddhish Rao,BK232,Organizational Behaviour,2026-03-31,2026-04-14,2026-05-08,240,Returned
LIB1326,STU1741,Wriddhish Rao,BK086,Introduction to Compiler Design,2026-05-04,2026-05-18,,500,Overdue
LIB1327,STU1742,Qadim Mann,BK085,Compiler Design Essentials,2026-05-28,2026-06-11,2026-07-21,400,Returned
LIB1328,STU1742,Qadim Mann,BK189,Consumer Behaviour,2026-04-16,2026-04-30,2026-05-22,220,Returned
LIB1329,STU1743,Turvi Bansal,BK162,Introduction to Business Statistics,2026-06-11,2026-06-25,2026-07-15,200,Returned
LIB1330,STU1743,Turvi Bansal,BK133,Financial Accounting Concepts,2026-03-26,2026-04-09,2026-07-17,500,Returned
LIB1331,STU1743,Turvi Bansal,BK013,Basic Electrical Engineering,2026-05-04,2026-05-18,2026-05-13,0,Returned
LIB1332,STU1744,Saksham Salvi,BK145,Computer Fundamentals Concepts,2026-06-11,2026-06-25,2026-06-21,0,Returned
LIB1333,STU1744,Saksham Salvi,BK119,Deep Learning Concepts,2026-04-29,2026-05-13,,500,Overdue
LIB1334,STU1746,Samaksh Hayer,BK256,Business Analytics,2026-03-10,2026-03-24,,500,Overdue
LIB1335,STU1746,Samaksh Hayer,BK087,Advanced Compiler Design,2026-06-28,2026-07-12,2026-07-03,0,Returned
LIB1336,STU1746,Samaksh Hayer,BK133,Financial Accounting Concepts,2026-02-20,2026-03-06,2026-06-10,500,Returned
LIB1337,STU1747,Eshana Shanker,BK243,Financial Management Concepts,2026-04-13,2026-04-27,2026-06-28,500,Returned
LIB1338,STU1747,Eshana Shanker,BK141,Business Mathematics,2026-03-05,2026-03-19,2026-05-23,500,Returned
LIB1339,STU1749,Sarthak Sidhu,BK188,Research Methodology Essentials,2026-02-24,2026-03-10,2026-06-12,500,Returned
LIB1340,STU1749,Sarthak Sidhu,BK252,Fundamentals of HR Management,2026-06-30,2026-07-14,2026-07-03,0,Returned
LIB1341,STU1749,Sarthak Sidhu,BK042,DBMS Essentials,2026-03-11,2026-03-25,2026-04-03,90,Returned
LIB1342,STU1750,Lopa Shetty,BK245,Advanced Operations Management,2026-07-01,2026-07-15,2026-07-11,0,Returned
LIB1343,STU1750,Lopa Shetty,BK023,Fundamentals of Mathematics-II,2026-02-03,2026-02-17,2026-07-07,500,Returned
LIB1344,STU1750,Lopa Shetty,BK040,Python Programming Essentials,2026-01-26,2026-02-09,2026-06-11,500,Returned
LIB1345,STU1751,Prisha Dugar,BK187,Introduction to Research Methodology,2026-05-25,2026-06-08,2026-06-15,70,Returned
LIB1346,STU1751,Prisha Dugar,BK002,Advanced Mathematics-I,2026-05-16,2026-05-30,2026-05-18,0,Returned
LIB1347,STU1757,Siya Johal,BK083,Machine Learning Essentials,2026-02-10,2026-02-24,2026-02-12,0,Returned
LIB1348,STU1757,Siya Johal,BK148,Advanced Computer Fundamentals,2026-06-12,2026-06-26,2026-06-24,0,Returned
LIB1349,STU1757,Siya Johal,BK151,Introduction to Marketing Management,2026-05-12,2026-05-26,2026-07-19,500,Returned
LIB1350,STU1765,Max Wason,BK093,Cloud Computing Concepts,2026-02-15,2026-03-01,2026-03-15,140,Returned
LIB1351,STU1765,Max Wason,BK031,Introduction to Digital Electronics,2026-02-25,2026-03-11,2026-04-05,250,Returned
LIB1352,STU1766,Reva Char,BK026,Data Structures,2026-05-16,2026-05-30,2026-05-23,0,Returned
LIB1353,STU1766,Reva Char,BK076,Advanced Microprocessors,2026-05-19,2026-06-02,2026-06-25,230,Returned
LIB1354,STU1766,Reva Char,BK043,DBMS,2026-05-23,2026-06-06,2026-06-21,150,Returned
LIB1355,STU1767,Lakshmi Swamy,BK032,Digital Electronics Essentials,2026-05-13,2026-05-27,2026-07-06,400,Returned
LIB1356,STU1767,Lakshmi Swamy,BK262,Introduction to Strategic Management,2026-03-04,2026-03-18,,500,Overdue
LIB1357,STU1768,Maanav Uppal,BK147,Computer Fundamentals Essentials,2026-03-01,2026-03-15,2026-05-09,500,Returned
LIB1358,STU1768,Maanav Uppal,BK174,Financial Management Concepts,2026-02-17,2026-03-03,2026-06-09,500,Returned
LIB1359,STU1768,Maanav Uppal,BK049,Advanced Computer Networks,2026-03-07,2026-03-21,2026-07-21,500,Returned
LIB1360,STU1773,Dalbir Dutta,BK089,Computer Graphics Essentials,2026-06-28,2026-07-12,2026-06-30,0,Returned
LIB1361,STU1773,Dalbir Dutta,BK058,Java Programming Essentials,2026-05-24,2026-06-07,2026-06-30,230,Returned
LIB1362,STU1775,Dipta Korpal,BK096,Introduction to Cloud Computing,2026-06-18,2026-07-02,2026-07-03,10,Returned
LIB1363,STU1777,Kiaan Pandey,BK019,English Communication Essentials,2026-04-09,2026-04-23,2026-06-06,440,Returned
LIB1364,STU1777,Kiaan Pandey,BK235,Marketing Management Essentials,2026-06-17,2026-07-01,2026-06-19,0,Returned
LIB1365,STU1778,Rachana Gole,BK246,Operations Management Concepts,2026-05-28,2026-06-11,,420,Overdue
LIB1366,STU1778,Rachana Gole,BK205,Strategic Management Essentials,2026-02-26,2026-03-12,2026-06-17,500,Returned
LIB1367,STU1779,Yashasvi Dube,BK057,Introduction to Java Programming,2026-02-12,2026-02-26,2026-06-17,500,Returned
LIB1368,STU1781,Chaaya Mittal,BK146,Fundamentals of Computer Fundamentals,2026-02-09,2026-02-23,2026-05-07,500,Returned
LIB1369,STU1784,Faqid Prasad,BK164,Advanced Business Statistics,2026-06-20,2026-07-04,2026-07-22,180,Returned
LIB1370,STU1784,Faqid Prasad,BK103,Artificial Intelligence Essentials,2026-05-31,2026-06-14,,390,Overdue
LIB1371,STU1784,Faqid Prasad,BK173,Financial Management Essentials,2026-06-27,2026-07-11,,120,Overdue
LIB1372,STU1785,Harita Saraf,BK123,Blockchain,2026-03-18,2026-04-01,,500,Overdue
LIB1373,STU1785,Harita Saraf,BK161,Business Statistics Essentials,2026-04-15,2026-04-29,2026-07-11,500,Returned
LIB1374,STU1785,Harita Saraf,BK095,Fundamentals of Cloud Computing,2026-06-24,2026-07-08,,150,Overdue
LIB1375,STU1786,Yoshita Pradhan,BK066,Design & Analysis of Algorithms Essentials,2026-01-29,2026-02-12,,500,Overdue
LIB1376,STU1787,Yadavi Srinivasan,BK211,Supply Chain Management Concepts,2026-06-20,2026-07-04,2026-06-23,0,Returned
LIB1377,STU1787,Yadavi Srinivasan,BK228,Introduction to Accounting for Managers,2026-04-20,2026-05-04,2026-06-09,360,Returned
LIB1378,STU1787,Yadavi Srinivasan,BK244,Financial Management Essentials,2026-04-14,2026-04-28,2026-06-14,470,Returned
LIB1379,STU1788,Janani Chauhan,BK147,Computer Fundamentals Essentials,2026-04-12,2026-04-26,2026-07-03,500,Returned
LIB1380,STU1788,Janani Chauhan,BK076,Advanced Microprocessors,2026-02-01,2026-02-15,,500,Overdue
LIB1381,STU1788,Janani Chauhan,BK263,Strategic Management Essentials,2026-06-29,2026-07-13,,100,Overdue
LIB1382,STU1789,Chandresh Sangha,BK137,Fundamentals of Business Economics,2026-03-05,2026-03-19,2026-03-12,0,Returned
LIB1383,STU1789,Chandresh Sangha,BK069,Web Technologies,2026-04-21,2026-05-05,2026-06-28,500,Returned
LIB1384,STU1789,Chandresh Sangha,BK166,Introduction to Environmental Studies,2026-04-25,2026-05-09,2026-06-05,270,Returned
LIB1385,STU1790,Warinder Chopra,BK139,Business Economics,2026-05-21,2026-06-04,2026-07-10,360,Returned
LIB1386,STU1790,Warinder Chopra,BK118,Introduction to Deep Learning,2026-02-04,2026-02-18,2026-04-07,480,Returned
LIB1387,STU1790,Warinder Chopra,BK251,Introduction to HR Management,2026-05-21,2026-06-04,2026-07-20,460,Returned
LIB1388,STU1791,Dhriti Shah,BK040,Python Programming Essentials,2026-01-29,2026-02-12,2026-05-20,500,Returned
LIB1389,STU1791,Dhriti Shah,BK101,Artificial Intelligence,2026-03-03,2026-03-17,2026-03-18,10,Returned
LIB1390,STU1792,Yashvi Biswas,BK080,Fundamentals of Probability & Statistics,2026-02-19,2026-03-05,2026-06-15,500,Returned
LIB1391,STU1792,Yashvi Biswas,BK026,Data Structures,2026-04-24,2026-05-08,2026-07-16,500,Returned
LIB1392,STU1792,Yashvi Biswas,BK195,International Business Concepts,2026-05-19,2026-06-02,,500,Overdue
LIB1393,STU1796,Chandani Chakrabarti,BK182,Entrepreneurship Essentials,2026-02-10,2026-02-24,2026-04-17,500,Returned
LIB1394,STU1796,Chandani Chakrabarti,BK082,Advanced Machine Learning,2026-02-02,2026-02-16,2026-02-13,0,Returned
LIB1395,STU1796,Chandani Chakrabarti,BK176,Financial Management,2026-03-21,2026-04-04,2026-06-30,500,Returned
LIB1396,STU1800,Bhavini Date,BK096,Introduction to Cloud Computing,2026-03-16,2026-03-30,2026-07-18,500,Returned
LIB1397,STU1803,Tara Ramaswamy,BK217,Project Management,2026-02-12,2026-02-26,2026-06-12,500,Returned
LIB1398,STU1804,Nikita Baral,BK103,Artificial Intelligence Essentials,2026-06-06,2026-06-20,2026-06-26,60,Returned
LIB1399,STU1804,Nikita Baral,BK155,Organizational Behaviour Essentials,2026-06-09,2026-06-23,2026-07-14,210,Returned
LIB1400,STU1804,Nikita Baral,BK043,DBMS,2026-04-26,2026-05-10,,500,Overdue
LIB1401,STU1806,Irya Kanda,BK241,Introduction to Financial Management,2026-04-04,2026-04-18,2026-06-29,500,Returned
LIB1402,STU1810,Dhriti Jain,BK265,Advanced International Business,2026-06-30,2026-07-14,2026-07-04,0,Returned
LIB1403,STU1810,Dhriti Jain,BK188,Research Methodology Essentials,2026-05-28,2026-06-11,2026-06-17,60,Returned
LIB1404,STU1811,Girik Mital,BK082,Advanced Machine Learning,2026-02-24,2026-03-10,2026-04-22,430,Returned
LIB1405,STU1812,Jack Bawa,BK095,Fundamentals of Cloud Computing,2026-04-28,2026-05-12,,500,Overdue
LIB1406,STU1812,Jack Bawa,BK090,Computer Graphics Concepts,2026-05-02,2026-05-16,2026-07-01,460,Returned
LIB1407,STU1813,Vivaan Kala,BK159,Business Law Essentials,2026-06-11,2026-06-25,2026-07-04,90,Returned
LIB1408,STU1813,Vivaan Kala,BK072,Fundamentals of Web Technologies,2026-01-25,2026-02-08,2026-04-17,500,Returned
LIB1409,STU1814,Chatresh Mistry,BK042,DBMS Essentials,2026-01-25,2026-02-08,2026-06-21,500,Returned
LIB1410,STU1826,Osha Kanda,BK151,Introduction to Marketing Management,2026-03-12,2026-03-26,2026-06-27,500,Returned
LIB1411,STU1826,Osha Kanda,BK221,Managerial Economics Concepts,2026-06-29,2026-07-13,,100,Overdue
LIB1412,STU1826,Osha Kanda,BK063,Software Engineering Essentials,2026-05-30,2026-06-13,2026-06-05,0,Returned
LIB1413,STU1829,Simon Contractor,BK031,Introduction to Digital Electronics,2026-03-18,2026-04-01,2026-06-12,500,Returned
LIB1414,STU1829,Simon Contractor,BK178,Operations Management Essentials,2026-03-10,2026-03-24,2026-03-24,0,Returned
LIB1415,STU1829,Simon Contractor,BK142,Business Mathematics Essentials,2026-04-04,2026-04-18,2026-06-10,500,Returned
LIB1416,STU1830,Nidhi Tandon,BK071,Introduction to Web Technologies,2026-03-22,2026-04-05,,500,Overdue
LIB1417,STU1831,Qasim Rattan,BK212,Supply Chain Management Essentials,2026-05-08,2026-05-22,2026-06-29,380,Returned
LIB1418,STU1831,Qasim Rattan,BK132,Introduction to Business Communication,2026-05-03,2026-05-17,2026-05-17,0,Returned
LIB1419,STU1834,Baghyawati Wable,BK042,DBMS Essentials,2026-06-14,2026-06-28,2026-07-18,200,Returned
LIB1420,STU1834,Baghyawati Wable,BK134,Fundamentals of Financial Accounting,2026-03-09,2026-03-23,2026-03-27,40,Returned
LIB1421,STU1834,Baghyawati Wable,BK022,Mathematics-II,2026-03-27,2026-04-10,2026-05-25,450,Returned
LIB1422,STU1835,Jagvi Ben,BK090,Computer Graphics Concepts,2026-04-19,2026-05-03,2026-07-21,500,Returned
LIB1423,STU1835,Jagvi Ben,BK156,Fundamentals of Organizational Behaviour,2026-03-18,2026-04-01,2026-06-15,500,Returned
LIB1424,STU1838,Karan Shanker,BK061,Advanced Software Engineering,2026-03-17,2026-03-31,2026-06-27,500,Returned
LIB1425,STU1838,Karan Shanker,BK253,Introduction to Business Analytics,2026-03-27,2026-04-10,,500,Overdue
LIB1426,STU1839,Ekanta Cherian,BK140,Business Economics Concepts,2026-03-17,2026-03-31,2026-06-04,500,Returned
LIB1427,STU1840,Darsh Bhatia,BK057,Introduction to Java Programming,2026-05-30,2026-06-13,2026-06-21,80,Returned
LIB1428,STU1842,Udyati Ramachandran,BK140,Business Economics Concepts,2026-05-23,2026-06-06,2026-05-23,0,Returned
LIB1429,STU1842,Udyati Ramachandran,BK206,Fundamentals of Strategic Management,2026-04-23,2026-05-07,2026-05-06,0,Returned
LIB1430,STU1842,Udyati Ramachandran,BK069,Web Technologies,2026-06-20,2026-07-04,2026-07-11,70,Returned
LIB1431,STU1846,Ekanta Soman,BK026,Data Structures,2026-04-12,2026-04-26,2026-05-14,180,Returned
LIB1432,STU1846,Ekanta Soman,BK194,Fundamentals of International Business,2026-05-10,2026-05-24,2026-07-14,500,Returned
LIB1433,STU1846,Ekanta Soman,BK228,Introduction to Accounting for Managers,2026-04-25,2026-05-09,2026-05-13,40,Returned
LIB1434,STU1850,Kritika Banerjee,BK131,Business Communication,2026-03-31,2026-04-14,2026-06-27,500,Returned
LIB1435,STU1850,Kritika Banerjee,BK036,Introduction to Environmental Studies,2026-04-07,2026-04-21,2026-07-10,500,Returned
LIB1436,STU1852,Yash Sachdeva,BK052,Introduction to Computer Networks,2026-05-19,2026-06-02,2026-07-02,300,Returned
LIB1437,STU1852,Yash Sachdeva,BK199,Fundamentals of Business Ethics,2026-06-08,2026-06-22,2026-06-08,0,Returned
LIB1438,STU1852,Yash Sachdeva,BK156,Fundamentals of Organizational Behaviour,2026-05-18,2026-06-01,,500,Overdue
LIB1439,STU1854,Charan Pingle,BK204,E-Commerce Concepts,2026-04-03,2026-04-17,2026-05-03,160,Returned
